epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,66.3755,0.75871,0.48475,0.9029,0.88829,0.88309,0.92757,0.71636,0.70946,0.4419,0.93857,0.000614174,0.000614174,0.000614174
18,70.2396,0.76378,0.47825,0.91727,0.89225,0.86616,0.92659,0.71904,0.71366,0.44889,0.93266,0.000610872,0.000610872,0.000610872
19,73.9144,0.75842,0.48101,0.90505,0.89989,0.87216,0.92511,0.72127,0.72321,0.44725,0.93936,0.00060757,0.00060757,0.00060757
20,77.6025,0.75289,0.47782,0.90327,0.87609,0.89526,0.92614,0.70992,0.7282,0.44921,0.94151,0.000604269,0.000604269,0.000604269
21,81.2614,0.74545,0.47691,0.89753,0.90032,0.87204,0.93216,0.71752,0.72403,0.44993,0.9394,0.000600967,0.000600967,0.000600967
22,84.7749,0.75096,0.47801,0.90785,0.89798,0.85605,0.92579,0.71283,0.72482,0.45456,0.93473,0.000597665,0.000597665,0.000597665
23,88.5538,0.73253,0.47154,0.8984,0.84846,0.8944,0.92632,0.71337,0.73461,0.45617,0.93727,0.000594364,0.000594364,0.000594364
24,92.1472,0.75293,0.47605,0.89549,0.8689,0.89788,0.92584,0.71797,0.72378,0.45304,0.93913,0.000591062,0.000591062,0.000591062
25,96.0011,0.74434,0.47162,0.90069,0.89787,0.88818,0.93193,0.72058,0.72054,0.43953,0.9365,0.00058776,0.00058776,0.00058776
26,99.7791,0.73176,0.46887,0.8919,0.90689,0.86968,0.92961,0.71922,0.72675,0.43977,0.94782,0.000584459,0.000584459,0.000584459
27,103.653,0.73615,0.46367,0.90784,0.92602,0.84963,0.93039,0.72444,0.72629,0.43779,0.94065,0.000581157,0.000581157,0.000581157
28,107.423,0.73943,0.46263,0.90412,0.90046,0.86915,0.92306,0.71708,0.72019,0.44213,0.93521,0.000577855,0.000577855,0.000577855
29,111.055,0.74329,0.46838,0.89615,0.897,0.86589,0.92683,0.71702,0.72821,0.44963,0.93752,0.000574554,0.000574554,0.000574554
30,115.112,0.73622,0.46363,0.89742,0.9099,0.86811,0.92986,0.72251,0.72209,0.43708,0.93998,0.000571252,0.000571252,0.000571252
31,118.779,0.72108,0.45811,0.89443,0.91077,0.86488,0.92984,0.7223,0.71937,0.44136,0.93813,0.00056795,0.00056795,0.00056795
32,122.376,0.72643,0.45987,0.88737,0.89215,0.8772,0.92376,0.72157,0.72666,0.44618,0.93954,0.000564649,0.000564649,0.000564649
33,126.039,0.72164,0.45638,0.89101,0.88912,0.88318,0.92719,0.72249,0.72032,0.44221,0.93579,0.000561347,0.000561347,0.000561347
34,129.668,0.70493,0.45081,0.88353,0.90433,0.87253,0.92816,0.72563,0.72471,0.44184,0.93701,0.000558046,0.000558046,0.000558046
35,133.496,0.71939,0.45598,0.88884,0.90443,0.89234,0.93133,0.72281,0.71536,0.43855,0.93027,0.000554744,0.000554744,0.000554744
36,137.174,0.70056,0.45055,0.89076,0.89951,0.87887,0.92623,0.71596,0.72299,0.4472,0.92837,0.000551442,0.000551442,0.000551442
37,140.739,0.72087,0.45657,0.89168,0.89818,0.88344,0.92887,0.72324,0.71361,0.43637,0.92888,0.000548141,0.000548141,0.000548141
38,144.536,0.71399,0.44981,0.88683,0.90561,0.85654,0.92991,0.72047,0.73341,0.44486,0.93332,0.000544839,0.000544839,0.000544839
39,148.059,0.71828,0.4518,0.88774,0.90954,0.86703,0.92261,0.72315,0.71726,0.44237,0.9294,0.000541537,0.000541537,0.000541537
40,151.769,0.71281,0.44994,0.88803,0.91019,0.87424,0.92714,0.7167,0.73457,0.43364,0.93731,0.000538236,0.000538236,0.000538236
41,155.303,0.71841,0.45121,0.8841,0.89112,0.89785,0.93151,0.71197,0.7471,0.43618,0.94982,0.000534934,0.000534934,0.000534934
42,159.021,0.69998,0.44354,0.88559,0.9061,0.87691,0.93177,0.70415,0.75981,0.44954,0.95204,0.000531632,0.000531632,0.000531632
43,162.524,0.70648,0.4454,0.89313,0.89312,0.87246,0.93124,0.71252,0.74999,0.44568,0.94231,0.000528331,0.000528331,0.000528331
44,166.298,0.70378,0.4436,0.89468,0.89816,0.87534,0.93093,0.71417,0.74696,0.44194,0.94219,0.000525029,0.000525029,0.000525029
45,170.03,0.69627,0.4408,0.8836,0.89515,0.88409,0.92898,0.72043,0.73395,0.43794,0.93514,0.000521727,0.000521727,0.000521727
46,173.601,0.69784,0.44224,0.89207,0.9192,0.87354,0.9321,0.72156,0.72238,0.43885,0.93427,0.000518426,0.000518426,0.000518426
47,178.252,0.70869,0.44815,0.88829,0.91715,0.87957,0.93388,0.72194,0.73351,0.43178,0.93773,0.000515124,0.000515124,0.000515124
48,181.994,0.69433,0.4378,0.88261,0.8989,0.88691,0.93277,0.72471,0.73115,0.43039,0.93729,0.000511822,0.000511822,0.000511822
49,185.576,0.69067,0.43645,0.88689,0.89551,0.88885,0.92812,0.71265,0.76662,0.43793,0.95176,0.000508521,0.000508521,0.000508521
50,189.233,0.70019,0.43812,0.88773,0.90098,0.89599,0.92817,0.71574,0.73904,0.43423,0.9382,0.000505219,0.000505219,0.000505219
51,192.826,0.69932,0.43829,0.88545,0.88965,0.89769,0.92957,0.71341,0.74409,0.43942,0.93784,0.000501917,0.000501917,0.000501917
52,196.432,0.69369,0.43282,0.88544,0.92174,0.8724,0.92902,0.71398,0.73886,0.4397,0.94104,0.000498616,0.000498616,0.000498616
53,200.114,0.67895,0.42756,0.87464,0.91246,0.88398,0.92888,0.72295,0.71353,0.433,0.9318,0.000495314,0.000495314,0.000495314
54,203.668,0.67665,0.42835,0.87739,0.90855,0.89605,0.93531,0.72537,0.71291,0.42809,0.93102,0.000492013,0.000492013,0.000492013
55,207.378,0.67976,0.43398,0.8786,0.87348,0.91163,0.93192,0.72175,0.72177,0.43352,0.9346,0.000488711,0.000488711,0.000488711
56,210.988,0.69631,0.43506,0.88429,0.89098,0.89577,0.92973,0.72131,0.72569,0.43053,0.93825,0.000485409,0.000485409,0.000485409
57,214.663,0.68983,0.43561,0.88298,0.88793,0.916,0.93063,0.72748,0.72596,0.42997,0.93391,0.000482108,0.000482108,0.000482108
58,218.278,0.681,0.4311,0.87965,0.90688,0.89071,0.92876,0.72632,0.72334,0.43468,0.93268,0.000478806,0.000478806,0.000478806
59,221.972,0.67485,0.43329,0.88205,0.89321,0.89854,0.92824,0.72081,0.72488,0.44359,0.93224,0.000475504,0.000475504,0.000475504
60,225.414,0.6901,0.43531,0.88492,0.92028,0.8639,0.93187,0.72796,0.72221,0.44266,0.93566,0.000472203,0.000472203,0.000472203
61,228.937,0.68446,0.42822,0.87995,0.91698,0.88175,0.93316,0.72458,0.72082,0.43407,0.93542,0.000468901,0.000468901,0.000468901
62,232.69,0.67565,0.42481,0.87796,0.91293,0.87576,0.93466,0.72585,0.72961,0.43928,0.93907,0.000465599,0.000465599,0.000465599
63,236.206,0.68526,0.43028,0.88033,0.90969,0.87706,0.93342,0.7195,0.75675,0.44181,0.94951,0.000462298,0.000462298,0.000462298
64,239.849,0.68896,0.43566,0.8802,0.90099,0.88707,0.93027,0.71322,0.75362,0.44084,0.94511,0.000458996,0.000458996,0.000458996
65,243.569,0.67742,0.42722,0.87848,0.88544,0.89164,0.93037,0.71925,0.74634,0.43776,0.94044,0.000455694,0.000455694,0.000455694
66,247.178,0.68427,0.4316,0.88158,0.90358,0.88995,0.93397,0.72578,0.72286,0.42816,0.93459,0.000452393,0.000452393,0.000452393
67,250.793,0.67927,0.42825,0.88318,0.90445,0.88392,0.93224,0.72746,0.72853,0.42853,0.93687,0.000449091,0.000449091,0.000449091
68,254.496,0.6606,0.42111,0.87416,0.88177,0.90553,0.93139,0.72275,0.73747,0.43325,0.94203,0.000445789,0.000445789,0.000445789
69,258.196,0.68091,0.42326,0.8783,0.89929,0.89017,0.93022,0.71909,0.73411,0.43585,0.93956,0.000442488,0.000442488,0.000442488
70,261.939,0.66643,0.42213,0.87175,0.90501,0.87834,0.93192,0.72466,0.72868,0.43319,0.93789,0.000439186,0.000439186,0.000439186
71,265.567,0.66519,0.41866,0.87731,0.87653,0.90662,0.93228,0.72543,0.73841,0.43636,0.94125,0.000435884,0.000435884,0.000435884
72,269.26,0.67048,0.42523,0.87932,0.93145,0.85907,0.93097,0.71685,0.73803,0.43708,0.94792,0.000432583,0.000432583,0.000432583
73,272.885,0.66546,0.41915,0.87872,0.90808,0.87835,0.92959,0.71618,0.7407,0.44404,0.95033,0.000429281,0.000429281,0.000429281
74,276.577,0.66266,0.42282,0.87726,0.91445,0.879,0.92887,0.7221,0.73717,0.44174,0.94706,0.00042598,0.00042598,0.00042598
75,280.392,0.66731,0.42071,0.87456,0.90198,0.88665,0.92529,0.72412,0.73284,0.43487,0.93927,0.000422678,0.000422678,0.000422678
76,283.991,0.67045,0.42329,0.87863,0.90578,0.87915,0.9281,0.71912,0.73483,0.43869,0.9455,0.000419376,0.000419376,0.000419376
77,287.633,0.64563,0.41375,0.87452,0.91437,0.87747,0.93396,0.72923,0.71796,0.42707,0.93282,0.000416075,0.000416075,0.000416075
78,291.345,0.66082,0.41939,0.87802,0.90181,0.89186,0.93214,0.72564,0.72646,0.43329,0.94242,0.000412773,0.000412773,0.000412773
79,295.107,0.66163,0.41824,0.87247,0.89798,0.89803,0.92984,0.72246,0.73684,0.43747,0.94952,0.000409471,0.000409471,0.000409471
80,298.791,0.66588,0.41068,0.8766,0.90132,0.88187,0.92769,0.7196,0.74621,0.42915,0.95309,0.00040617,0.00040617,0.00040617
81,302.828,0.66985,0.41687,0.86883,0.91282,0.87931,0.92992,0.72365,0.73181,0.42891,0.94463,0.000402868,0.000402868,0.000402868
82,306.569,0.66721,0.41639,0.87175,0.91518,0.86564,0.92899,0.72751,0.73817,0.43377,0.94357,0.000399566,0.000399566,0.000399566
83,310.266,0.64992,0.40953,0.86956,0.91413,0.88227,0.92904,0.72656,0.7295,0.42944,0.93935,0.000396265,0.000396265,0.000396265
84,314.005,0.64012,0.40645,0.86794,0.90424,0.89287,0.93439,0.73283,0.72493,0.43297,0.94159,0.000392963,0.000392963,0.000392963
85,317.794,0.66739,0.41864,0.87499,0.91376,0.8896,0.93557,0.73172,0.7358,0.42241,0.94378,0.000389661,0.000389661,0.000389661
86,321.413,0.65059,0.41221,0.87499,0.91384,0.87877,0.93203,0.7279,0.7362,0.42219,0.94025,0.00038636,0.00038636,0.00038636
87,325.131,0.65702,0.41373,0.86787,0.90101,0.88721,0.93298,0.72416,0.74299,0.4224,0.94762,0.000383058,0.000383058,0.000383058
88,328.805,0.65671,0.41475,0.87131,0.90288,0.89017,0.93379,0.72758,0.73153,0.42467,0.94306,0.000379756,0.000379756,0.000379756
89,332.381,0.65258,0.41212,0.87492,0.90276,0.88856,0.93062,0.72552,0.73643,0.4318,0.94608,0.000376455,0.000376455,0.000376455
90,336.076,0.6461,0.40541,0.86765,0.91831,0.88159,0.93436,0.72893,0.73168,0.42644,0.94289,0.000373153,0.000373153,0.000373153
91,339.537,0.64685,0.4067,0.86871,0.91788,0.88104,0.92956,0.72849,0.73115,0.42662,0.93903,0.000369851,0.000369851,0.000369851
92,343.174,0.63448,0.40104,0.86415,0.90404,0.88837,0.92992,0.72574,0.73724,0.42656,0.94311,0.00036655,0.00036655,0.00036655
93,346.9,0.64695,0.40786,0.86895,0.90665,0.89554,0.9302,0.72522,0.73189,0.42632,0.94143,0.000363248,0.000363248,0.000363248
94,350.656,0.65212,0.40796,0.8654,0.918,0.88082,0.93198,0.73171,0.7295,0.41627,0.94024,0.000359947,0.000359947,0.000359947
95,354.156,0.6445,0.40823,0.8702,0.90937,0.88287,0.92805,0.72625,0.74016,0.42696,0.94294,0.000356645,0.000356645,0.000356645
96,357.847,0.6397,0.40354,0.8712,0.91678,0.87485,0.92834,0.72615,0.73969,0.43354,0.94289,0.000353343,0.000353343,0.000353343
97,361.51,0.66312,0.41476,0.86752,0.92178,0.86955,0.92692,0.72232,0.7482,0.43294,0.94407,0.000350042,0.000350042,0.000350042
98,365.097,0.63535,0.40516,0.86945,0.9141,0.88017,0.93303,0.72434,0.74197,0.42621,0.94874,0.00034674,0.00034674,0.00034674
99,368.885,0.62879,0.40135,0.86525,0.90813,0.87817,0.92957,0.72499,0.74514,0.42938,0.94737,0.000343438,0.000343438,0.000343438
100,372.532,0.642,0.404,0.86731,0.92614,0.86936,0.92752,0.72477,0.74609,0.43042,0.9497,0.000340137,0.000340137,0.000340137
101,376.337,0.6354,0.40359,0.86954,0.91291,0.8901,0.92958,0.72369,0.73524,0.42735,0.94786,0.000336835,0.000336835,0.000336835
102,380.014,0.63894,0.40553,0.86434,0.92885,0.86701,0.92572,0.72528,0.73786,0.42347,0.94581,0.000333533,0.000333533,0.000333533
103,383.634,0.64185,0.40324,0.86619,0.91111,0.88506,0.92782,0.72808,0.72919,0.41729,0.93955,0.000330232,0.000330232,0.000330232
104,387.521,0.62741,0.40295,0.86313,0.91056,0.88535,0.93053,0.73036,0.72283,0.423,0.93947,0.00032693,0.00032693,0.00032693
105,391.155,0.63727,0.40581,0.86862,0.91907,0.88281,0.93114,0.73045,0.73123,0.41981,0.94195,0.000323628,0.000323628,0.000323628
106,394.883,0.62462,0.39836,0.86367,0.91266,0.88066,0.93118,0.72805,0.72901,0.42487,0.94516,0.000320327,0.000320327,0.000320327
107,398.603,0.63092,0.39978,0.85996,0.92154,0.87849,0.93057,0.72505,0.73919,0.42816,0.94595,0.000317025,0.000317025,0.000317025
108,402.134,0.63698,0.40135,0.86227,0.91109,0.87378,0.93255,0.7323,0.73381,0.42385,0.94716,0.000313723,0.000313723,0.000313723
109,405.935,0.6207,0.39184,0.86561,0.91604,0.87792,0.9295,0.73261,0.73584,0.42904,0.94666,0.000310422,0.000310422,0.000310422
110,409.653,0.63419,0.39532,0.8646,0.92238,0.87324,0.92865,0.72799,0.72875,0.4294,0.94477,0.00030712,0.00030712,0.00030712
111,413.246,0.63683,0.39901,0.86267,0.91477,0.88815,0.9311,0.72954,0.73586,0.42903,0.94397,0.000303818,0.000303818,0.000303818
112,416.804,0.61148,0.38859,0.85993,0.90984,0.88002,0.93102,0.73206,0.73475,0.42486,0.94147,0.000300517,0.000300517,0.000300517
113,420.719,0.61276,0.39032,0.86138,0.90382,0.88759,0.93471,0.73404,0.73332,0.42232,0.93864,0.000297215,0.000297215,0.000297215
114,424.917,0.63105,0.39938,0.86579,0.90481,0.88374,0.93044,0.72704,0.74589,0.42857,0.94562,0.000293914,0.000293914,0.000293914
115,428.681,0.63499,0.39883,0.86582,0.90403,0.89288,0.93087,0.72963,0.74706,0.42725,0.94626,0.000290612,0.000290612,0.000290612
116,432.342,0.62521,0.39662,0.8687,0.90355,0.89588,0.93032,0.73473,0.73749,0.42528,0.94192,0.00028731,0.00028731,0.00028731
117,436.167,0.63453,0.39839,0.86179,0.91026,0.89271,0.93149,0.73463,0.73099,0.42562,0.9427,0.000284009,0.000284009,0.000284009
118,440.309,0.61459,0.38367,0.85975,0.90836,0.8957,0.93184,0.73597,0.72259,0.42305,0.93854,0.000280707,0.000280707,0.000280707
119,443.999,0.61143,0.38776,0.85941,0.88854,0.90179,0.92831,0.73502,0.72839,0.43299,0.94225,0.000277405,0.000277405,0.000277405
120,447.62,0.63411,0.3991,0.86216,0.9033,0.89232,0.93018,0.73307,0.7284,0.42512,0.9424,0.000274104,0.000274104,0.000274104
121,451.899,0.61931,0.39515,0.86575,0.90094,0.89152,0.93263,0.72939,0.7423,0.42521,0.9475,0.000270802,0.000270802,0.000270802
122,455.89,0.61504,0.38873,0.85989,0.89375,0.89285,0.92829,0.7299,0.73698,0.42764,0.94627,0.0002675,0.0002675,0.0002675
123,459.596,0.62107,0.39668,0.86418,0.91367,0.88161,0.92839,0.7306,0.7314,0.42327,0.94373,0.000264199,0.000264199,0.000264199
124,463.342,0.61848,0.39092,0.86319,0.91291,0.88743,0.92859,0.73522,0.72248,0.42233,0.93557,0.000260897,0.000260897,0.000260897
125,467.032,0.63343,0.39619,0.86135,0.91653,0.88434,0.92967,0.73186,0.72934,0.42262,0.94016,0.000257595,0.000257595,0.000257595
126,470.608,0.61031,0.38501,0.85737,0.90985,0.88509,0.93081,0.73146,0.72986,0.42052,0.93667,0.000254294,0.000254294,0.000254294
127,474.232,0.60648,0.38582,0.85724,0.91462,0.87249,0.92954,0.72871,0.72311,0.42119,0.93825,0.000250992,0.000250992,0.000250992
128,479.425,0.61721,0.39224,0.86329,0.91673,0.87434,0.92833,0.73221,0.71664,0.41514,0.94016,0.00024769,0.00024769,0.00024769
129,483.191,0.62666,0.39601,0.8673,0.88767,0.89581,0.92632,0.734,0.72255,0.42365,0.93958,0.000244389,0.000244389,0.000244389
130,486.903,0.62122,0.38898,0.85727,0.89824,0.89519,0.93008,0.73039,0.72764,0.42411,0.9429,0.000241087,0.000241087,0.000241087
131,490.518,0.61489,0.39116,0.86528,0.89296,0.90339,0.92801,0.7292,0.73883,0.42571,0.94311,0.000237785,0.000237785,0.000237785
132,494.184,0.61434,0.39093,0.86282,0.89483,0.90033,0.92694,0.7309,0.72828,0.42383,0.94321,0.000234484,0.000234484,0.000234484
133,497.966,0.61251,0.38434,0.86368,0.89918,0.90026,0.93184,0.72874,0.73195,0.42146,0.94267,0.000231182,0.000231182,0.000231182
134,501.685,0.62077,0.38553,0.8633,0.91462,0.88711,0.9306,0.72908,0.72582,0.41719,0.94077,0.000227881,0.000227881,0.000227881
135,505.498,0.60174,0.38022,0.85819,0.90848,0.90249,0.92929,0.73792,0.72416,0.42247,0.93937,0.000224579,0.000224579,0.000224579
136,509.382,0.60728,0.38715,0.86006,0.91725,0.8938,0.9329,0.73273,0.72881,0.41671,0.94381,0.000221277,0.000221277,0.000221277
137,513.248,0.60801,0.38201,0.85954,0.90644,0.89566,0.92907,0.7323,0.7301,0.41897,0.94234,0.000217976,0.000217976,0.000217976
138,517.009,0.61681,0.38487,0.86329,0.90861,0.88084,0.93121,0.73586,0.7374,0.42245,0.94412,0.000214674,0.000214674,0.000214674
139,520.575,0.60844,0.3861,0.85981,0.89412,0.89575,0.93071,0.7346,0.73732,0.41972,0.9439,0.000211372,0.000211372,0.000211372
140,524.357,0.60502,0.38522,0.86066,0.91041,0.89399,0.93003,0.72858,0.73661,0.42045,0.94656,0.000208071,0.000208071,0.000208071
141,527.975,0.60124,0.38062,0.86047,0.89482,0.89031,0.92653,0.72298,0.73726,0.42138,0.94412,0.000204769,0.000204769,0.000204769
142,531.587,0.61213,0.38715,0.85697,0.90466,0.89099,0.9272,0.73304,0.7243,0.4179,0.93846,0.000201467,0.000201467,0.000201467
143,535.298,0.61072,0.38871,0.85908,0.892,0.90652,0.92906,0.73442,0.7344,0.41994,0.94207,0.000198166,0.000198166,0.000198166
144,538.991,0.60271,0.38509,0.8608,0.90289,0.89549,0.92807,0.73086,0.73435,0.41844,0.94335,0.000194864,0.000194864,0.000194864
145,542.674,0.59952,0.37797,0.85682,0.91559,0.88377,0.92809,0.73361,0.72783,0.41988,0.94314,0.000191562,0.000191562,0.000191562
146,546.521,0.60376,0.38512,0.86182,0.90208,0.89892,0.92895,0.73099,0.73064,0.41826,0.94353,0.000188261,0.000188261,0.000188261
147,550.142,0.61143,0.38762,0.86192,0.89284,0.90035,0.92881,0.73375,0.73304,0.42037,0.94474,0.000184959,0.000184959,0.000184959
148,553.774,0.58671,0.37573,0.85656,0.89614,0.89115,0.929,0.73505,0.73238,0.4207,0.9455,0.000181657,0.000181657,0.000181657
149,557.469,0.59114,0.37428,0.8565,0.89594,0.89389,0.93069,0.73256,0.73235,0.41677,0.94474,0.000178356,0.000178356,0.000178356
150,561.135,0.58906,0.3762,0.85245,0.90135,0.88798,0.9309,0.73042,0.72592,0.41609,0.94372,0.000175054,0.000175054,0.000175054
151,564.813,0.60103,0.37972,0.85927,0.90459,0.88906,0.9284,0.72912,0.72175,0.4184,0.94132,0.000171752,0.000171752,0.000171752
152,568.754,0.58362,0.3732,0.85103,0.89597,0.89424,0.92806,0.72817,0.72659,0.41553,0.94296,0.000168451,0.000168451,0.000168451
153,572.471,0.599,0.38148,0.85424,0.90138,0.89925,0.92991,0.73223,0.72874,0.41455,0.94432,0.000165149,0.000165149,0.000165149
154,576.886,0.59585,0.37867,0.85795,0.91651,0.88896,0.93103,0.73474,0.72688,0.41307,0.94196,0.000161848,0.000161848,0.000161848
155,580.569,0.59797,0.37811,0.85328,0.92317,0.88638,0.92795,0.73356,0.72935,0.41771,0.94402,0.000158546,0.000158546,0.000158546
156,584.214,0.58571,0.37329,0.85231,0.90535,0.89838,0.92735,0.73356,0.725,0.41868,0.94327,0.000155244,0.000155244,0.000155244
157,587.927,0.58787,0.37539,0.85633,0.9125,0.8887,0.9261,0.73247,0.72852,0.42287,0.94509,0.000151943,0.000151943,0.000151943
158,591.525,0.59278,0.37557,0.85407,0.901,0.8998,0.92872,0.72859,0.72854,0.41844,0.94781,0.000148641,0.000148641,0.000148641
159,595.177,0.58765,0.37736,0.85724,0.90611,0.89605,0.92633,0.73133,0.72788,0.41438,0.94381,0.000145339,0.000145339,0.000145339
160,599.002,0.60355,0.3857,0.85052,0.92186,0.87753,0.92718,0.73169,0.72966,0.41522,0.94527,0.000142038,0.000142038,0.000142038
161,603.853,0.5845,0.37024,0.85155,0.9002,0.89999,0.92884,0.73007,0.72908,0.41396,0.94633,0.000138736,0.000138736,0.000138736
162,607.424,0.59217,0.37799,0.85902,0.91762,0.88558,0.92994,0.72738,0.73048,0.41352,0.94542,0.000135434,0.000135434,0.000135434
163,610.991,0.58854,0.3745,0.85827,0.90039,0.90125,0.9281,0.72612,0.72957,0.41606,0.9452,0.000132133,0.000132133,0.000132133
164,614.67,0.58965,0.37733,0.85533,0.90073,0.90076,0.93122,0.72844,0.73175,0.41492,0.94356,0.000128831,0.000128831,0.000128831
165,618.709,0.59876,0.38039,0.85578,0.9296,0.8756,0.92943,0.72815,0.72606,0.41369,0.943,0.000125529,0.000125529,0.000125529
166,622.294,0.59144,0.37219,0.85388,0.92462,0.87535,0.92897,0.73332,0.72671,0.41608,0.94379,0.000122228,0.000122228,0.000122228
167,625.968,0.58317,0.37111,0.84764,0.89828,0.88981,0.92829,0.73028,0.73532,0.41765,0.94624,0.000118926,0.000118926,0.000118926
168,629.737,0.58811,0.37282,0.855,0.89812,0.8949,0.9306,0.72977,0.72975,0.41787,0.94631,0.000115624,0.000115624,0.000115624
169,633.521,0.58031,0.36764,0.85084,0.92117,0.8749,0.9311,0.73158,0.72849,0.41664,0.94655,0.000112323,0.000112323,0.000112323
170,637.133,0.5701,0.36594,0.84861,0.90467,0.89204,0.92851,0.72631,0.73485,0.41867,0.94781,0.000109021,0.000109021,0.000109021
171,640.935,0.57532,0.37077,0.85769,0.90032,0.89524,0.92591,0.72792,0.73211,0.4179,0.94472,0.00010572,0.00010572,0.00010572
172,644.51,0.58377,0.37036,0.8532,0.90385,0.8915,0.9262,0.72953,0.72138,0.41568,0.94248,0.000102418,0.000102418,0.000102418
173,648.232,0.58281,0.37184,0.85543,0.9026,0.88996,0.92492,0.72563,0.72628,0.41617,0.94413,9.91162e-05,9.91162e-05,9.91162e-05
174,652.002,0.58368,0.37165,0.85668,0.89944,0.89207,0.92582,0.72701,0.7303,0.41808,0.94836,9.58146e-05,9.58146e-05,9.58146e-05
175,655.792,0.58407,0.37062,0.85116,0.89437,0.89733,0.92723,0.72977,0.72698,0.41748,0.94753,9.25129e-05,9.25129e-05,9.25129e-05
176,660.221,0.57323,0.36412,0.85103,0.90199,0.89043,0.92826,0.72918,0.72735,0.41966,0.94529,8.92113e-05,8.92113e-05,8.92113e-05
177,663.797,0.58456,0.36979,0.85158,0.93048,0.86678,0.92821,0.73015,0.72463,0.41807,0.94308,8.59096e-05,8.59096e-05,8.59096e-05
178,667.382,0.58158,0.3696,0.84544,0.9044,0.89897,0.92705,0.73242,0.72528,0.41629,0.94385,8.26079e-05,8.26079e-05,8.26079e-05
179,671.154,0.58094,0.36821,0.85089,0.90358,0.90001,0.92748,0.73259,0.725,0.41419,0.94358,7.93063e-05,7.93063e-05,7.93063e-05
180,674.759,0.58506,0.37503,0.85161,0.93562,0.86655,0.92807,0.73196,0.72832,0.41815,0.94448,7.60046e-05,7.60046e-05,7.60046e-05
181,678.426,0.58163,0.37301,0.84832,0.93299,0.86981,0.9282,0.73326,0.72797,0.42014,0.94522,7.2703e-05,7.2703e-05,7.2703e-05
182,682.248,0.57693,0.36743,0.84782,0.93434,0.86902,0.92554,0.73277,0.72795,0.41692,0.94659,6.94013e-05,6.94013e-05,6.94013e-05
183,685.845,0.57593,0.3661,0.85176,0.93161,0.87152,0.92604,0.73308,0.72581,0.41809,0.94572,6.60997e-05,6.60997e-05,6.60997e-05
184,689.464,0.58412,0.37101,0.85078,0.90696,0.88668,0.92662,0.73088,0.72686,0.41643,0.94604,6.2798e-05,6.2798e-05,6.2798e-05
